,brand,model,year,price,color,condition,transmission,fuel_type,mileage
672,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
673,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
674,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
675,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
676,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
677,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
678,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
679,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
680,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
681,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
682,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
683,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
684,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
685,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
686,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
687,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
688,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
689,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
690,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
706,Ram,1500,2013,"$14,995.00",Red,Used,Automatic,Gasoline,"250,900"
707,Ford,F-250,1988,NaN,Red,Used,Manual,Gasoline,"109,000"
708,Ford,Escape,2014,"$9,995.00",White,Used,Automatic,Gasoline,"135,400"
709,GMC,Acadia,2017,"$29,000.00",Black,Used,Automatic,Gasoline,"95,000"
710,Pontiac,Montana,2005,"$2,000.00",NaN,Used,Automatic,NaN,"166,120"
711,Ford,Escape,2017,"$17,888.00",Gold,Used,Automatic,Gasoline,"23,329"
712,BMW,3-Series,2014,"$13,999.00",Grey,Used,Automatic,Gasoline,"140,000"
713,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
714,Mercedes-Benz,C-Class,2015,"$23,985.00",Black,Used,Automatic,Gasoline,"96,628"
715,Hyundai,Tucson,2011,"$8,499.00",Grey,Used,Automatic,Other,"114,091"
716,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
717,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
718,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
719,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
720,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
721,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
722,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
723,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
724,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
725,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
726,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
727,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
728,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
729,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
730,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
731,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
732,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
733,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
734,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
735,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
736,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
737,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
738,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
739,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
740,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
741,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
742,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
743,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
755,Toyota,Corolla,2017,"$15,998.00",Other,Used,Automatic,Other,"92,314"
756,Jeep,Wrangler,2021,"$61,837.00",Other,New,Automatic,Other,NaN
757,Toyota,RAV4,2017,"$18,998.00",Black,Used,Automatic,Other,"76,091"
758,Honda,Other,2010,"$5,000.00",Red,Used,Manual,Gasoline,"207,000"
759,Ford,F-250,2006,"$10,000.00",Grey,Used,Automatic,NaN,"72,000"
760,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
761,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
762,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
763,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
764,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
765,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
766,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
767,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
768,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
769,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
770,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
771,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
772,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
773,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
774,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
775,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
776,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
777,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
778,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
779,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
780,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
781,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
782,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
783,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
784,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
785,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
786,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
787,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
788,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
789,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
790,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
791,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
792,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
799,GMC,Sierra 1500,2018,"$38,999.00",White,Used,Automatic,Gasoline,"161,260"
800,Ram,1500,2021,"$44,001.00",Other,New,Automatic,Other,NaN
801,Bentley,Continental GT,2015,"$144,000.00",White,Used,Automatic,Gasoline,"15,000"
802,Honda,CR-V,2018,"$25,388.00",Silver,Used,Automatic,Gasoline,"59,840"
803,Dodge,Challenger,2018,"$37,998.00",Other,Used,Automatic,Other,"47,142"
804,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
805,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
806,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
807,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
808,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
809,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
810,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
811,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
812,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
813,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
814,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
815,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
816,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
817,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
818,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
819,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
820,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
821,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
822,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
823,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
824,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
825,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
826,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
827,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
828,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
829,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
830,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
831,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
832,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
833,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
834,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
835,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
836,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
844,Chevrolet,Trax,2017,"$11,995.00",Blue,Used,Automatic,Gasoline,"171,925"
845,Ford,F-250,2020,"$93,777.00",Other,Used,NaN,Diesel,"31,039"
846,Lincoln,MKZ,2012,"$9,492.00",White,Used,Automatic,Other,"166,446"
847,Toyota,Matrix,2009,"$6,499.00",White,Used,Automatic,Gasoline,"161,715"
848,Dodge,Grand Caravan,2020,"$32,000.00",Grey,Used,Automatic,Gasoline,"4,275"
849,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
850,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
851,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
852,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
853,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
854,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
855,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
856,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
857,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
858,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
859,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
860,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
861,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
862,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
863,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
864,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
865,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
866,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
867,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
868,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
869,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
870,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
871,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
872,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
873,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
874,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
875,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
876,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
877,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
878,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
879,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
880,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
881,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
889,Dodge,Viper,2006,"$79,995.00",Blue,Used,NaN,NaN,"13,300"
890,Honda,Civic,2019,"$19,400.00",Blue,Used,Automatic,Gasoline,"41,599"
891,Pontiac,Vibe,2009,"$5,999.00",Red,Used,Automatic,Gasoline,"191,101"
892,Toyota,Prius,2016,"$19,400.00",Black,Used,NaN,Hybrid-Electric,"64,614"
893,Hyundai,Elantra,2020,"$17,992.00",Other,Used,Automatic,Other,"14,627"
894,Nissan,Rogue,2018,"$25,998.00",Grey,Used,Manual,Other,"27,313"
895,Chevrolet,Silverado 1500,2001,"$8,500.00",Green,Used,Automatic,Gasoline,"188,000"
896,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
897,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
898,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
899,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
900,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
901,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
902,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
903,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
904,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
905,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
906,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
907,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
908,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
909,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
910,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
911,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
912,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
913,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
914,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
915,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
916,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
917,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
918,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
919,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
920,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
921,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
922,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
923,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
924,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
925,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
926,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
930,Mazda,Mazda3 Sport,2020,$230.00,NaN,Lease Takeover,Automatic,Gasoline,"10,600"
931,Hyundai,Genesis Coupe,2010,"$5,995.00",Grey,Used,Automatic,Gasoline,"245,800"
932,Hyundai,Santa Fe,2014,"$11,595.00",Silver,Used,Automatic,Other,"111,135"
933,Toyota,Corolla,2017,"$14,800.00",Silver,Used,NaN,Gasoline,"61,691"
934,Hyundai,Elantra,2011,"$3,995.00",Silver,Used,Automatic,Gasoline,"202,333"
935,Nissan,Rogue,2016,"$17,490.00",White,Used,Automatic,Gasoline,"87,988"
936,Ford,Escape,2013,"$8,495.00",Silver,Used,Automatic,Gasoline,"177,139"
937,Dodge,Grand Caravan,2019,"$25,992.00",Grey,Used,Automatic,Other,"42,441"
938,Ford,F-750,2016,"$68,500.00",Yellow,Used,Automatic,Diesel,"114,000"
939,Chevrolet,Silverado 1500,2001,"$8,500.00",Green,Used,Automatic,Gasoline,"188,000"
940,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
941,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
942,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
943,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
944,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
945,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
946,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
947,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
948,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
949,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
950,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
951,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
952,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
953,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
954,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
955,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
956,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
957,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
958,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
959,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
960,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
961,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
962,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
963,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
964,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
965,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
966,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
967,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
970,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
978,Volkswagen,Tiguan,2018,"$26,997.00",White,Used,Automatic,Gasoline,"28,012"
979,Hyundai,Kona,2018,"$24,488.00",Other,Used,0,Other,"70,144"
980,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
981,Hyundai,Accent,2020,"$17,992.00",White,Used,Automatic,Other,"17,499"
982,Ford,Escape,2017,"$17,888.00",Gold,Used,Automatic,Gasoline,"23,329"
983,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
984,Chevrolet,Silverado 1500,2001,"$8,500.00",Green,Used,Automatic,Gasoline,"188,000"
985,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
986,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
987,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
988,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
989,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
990,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
991,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
992,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
993,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
994,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
